bianma,riqi,xiaoliang
2204,20151007,1
2204,20151008,1
2204,20151009,1
2204,20151010,1
2204,20151011,1
2204,20151012,1
2204,20151013,1
2204,20151014,1
2204,20151015,1
2204,20151016,1
2204,20151017,1
2204,20151018,1
2204,20151019,1
2204,20151020,1
2204,20151021,1
2204,20151022,1
2204,20151023,1
2204,20151024,1
2204,20151025,1
2204,20151026,1
2204,20151027,1
2204,20151028,1
2204,20151029,1
2205,20150901,1
2205,20150902,1
2205,20150903,1
2205,20150904,1
2205,20150905,1
2205,20150906,1
2205,20150907,1
2205,20150908,1
2205,20150909,1
2205,20150911,1
2205,20150912,1
2205,20150913,1
2205,20150914,1
2205,20150915,1
2205,20150916,1
2205,20150917,1
2205,20150918,1
2205,20150919,1
2205,20150920,1
2205,20150921,1
2205,20150922,1
2205,20150923,1
2205,20150924,1
2205,20150925,1
2205,20150926,1
2205,20150927,1
2205,20150928,1
2205,20150929,1
2205,20150930,1
2205,20151001,1
2205,20151002,1
2205,20151003,1
2205,20151004,1
2205,20151005,1
2205,20151006,1
2205,20151007,1
2205,20151008,1
2205,20151009,1
2205,20151010,1
2205,20151011,1
2205,20151012,1
2205,20151013,1
2205,20151014,1
2205,20151015,1
2205,20151016,1
2205,20151017,1
2205,20151018,1
2205,20151019,1
2205,20151020,1
2205,20151021,1
2205,20151022,1
2205,20151023,1
2205,20151024,1
2205,20151025,1
2205,20151026,1
2205,20151027,1
2205,20151028,1
2205,20151029,1
2206,20150901,1
2206,20150902,1
2206,20150903,1
2206,20150904,1
2206,20150905,1
2206,20150906,1
2206,20150907,1
2206,20150908,1
2206,20150909,1
2206,20150911,1
2206,20150912,1
2206,20150913,1
2206,20150914,1
2206,20150915,1
2206,20150916,1
2206,20150917,1
2206,20150918,1
2206,20150919,1
2206,20150920,1
2206,20150921,1
2206,20150922,1
2206,20150923,1
2206,20150924,1
2206,20150925,1
2206,20150926,1
2206,20150927,1
2206,20150928,1
2206,20150929,1
2206,20150930,1
2206,20151001,1
2206,20151002,1
2206,20151003,1
2206,20151004,1
2206,20151005,1
2206,20151006,1
2206,20151007,1
2206,20151008,1
2206,20151009,1
2206,20151010,1
2206,20151011,1
2206,20151012,1
2206,20151013,1
2206,20151014,1
2206,20151015,1
2206,20151016,1
2206,20151017,1
2206,20151018,1
2206,20151019,1
2206,20151020,1
2206,20151021,1
2206,20151022,1
2206,20151023,1
2206,20151024,1
2206,20151025,1
2206,20151026,1
2206,20151027,1
2206,20151028,1
2206,20151029,1
2207,20150901,1
2207,20150902,1
2207,20150903,1
2207,20150904,1
2207,20150905,1
2207,20150906,1
2207,20150907,1
2207,20150908,1
2207,20150909,1
2207,20150911,1
2207,20150912,1
2207,20150913,1
2207,20150914,1
2207,20150915,1
2207,20150916,1
2207,20150917,1
2207,20150918,1
2207,20150919,1
2207,20150920,1
2207,20150921,1
2207,20150922,1
2207,20150923,1
2207,20150924,1
2207,20150925,1
2207,20150926,1
2207,20150927,1
2207,20150928,1
2207,20150929,1
2207,20150930,1
2207,20151001,1
2207,20151002,1
2207,20151003,1
2207,20151004,1
2207,20151005,1
2207,20151006,1
2207,20151007,1
2207,20151008,1
2207,20151009,1
2207,20151010,1
2207,20151011,1
2207,20151012,1
2207,20151013,1
2207,20151014,1
2207,20151015,1
2207,20151016,1
2207,20151017,1
2207,20151018,1
2207,20151019,1
2207,20151020,1
2207,20151021,1
2207,20151022,1
2207,20151023,1
2207,20151024,1
2207,20151025,1
2207,20151026,1
2207,20151027,1
2207,20151028,1
2207,20151029,1
2208,20150901,1
2208,20150902,1
2208,20150903,1
2208,20150904,1
2208,20150905,1
2208,20150906,1
2208,20150907,1
2208,20150908,1
2208,20150909,1
2208,20150911,1
2208,20150912,1
2208,20150913,1
2208,20150914,1
2208,20150915,1
2208,20150916,1
2208,20150917,1
2208,20150918,1
2208,20150919,1
2208,20150920,1
2208,20150921,1
2208,20150922,1
2208,20150923,1
2208,20150924,1
2208,20150925,1
2208,20150926,1
2208,20150927,1
2208,20150928,1
2208,20150929,1
2208,20150930,1
2208,20151001,1
2208,20151002,1
2208,20151003,1
2208,20151004,1
2208,20151005,1
2208,20151006,1
2208,20151007,1
2208,20151008,1
2208,20151009,1
2208,20151010,1
2208,20151011,1
2208,20151012,1
2208,20151013,1
2208,20151014,1
2208,20151015,1
2208,20151016,1
2208,20151017,1
2208,20151018,1
2208,20151019,1
2208,20151020,1
2208,20151021,1
2208,20151022,1
2208,20151023,1
2208,20151024,1
2208,20151025,1
2208,20151026,1
2208,20151027,1
2208,20151028,1
2208,20151029,1
2209,20150901,1
2209,20150902,1
2209,20150903,1
2209,20150904,1
2209,20150905,1
2209,20150906,1
2209,20150907,1
2209,20150908,1
2209,20150909,1
2209,20150911,1
2209,20150912,1
2209,20150913,1
2209,20150914,1
2209,20150915,1
2209,20150916,1
2209,20150917,1
2209,20150918,1
2209,20150919,1
2209,20150920,1
2209,20150921,1
2209,20150922,1
2209,20150923,1
2209,20150924,1
2209,20150925,1
2209,20150926,1
2209,20150927,1
2209,20150928,1
2209,20150929,1
2209,20150930,1
2209,20151001,1
2209,20151002,1
2209,20151003,1
2209,20151004,1
2209,20151005,1
2209,20151006,1
2209,20151007,1
2209,20151008,1
2209,20151009,1
2209,20151010,1
2209,20151011,1
2209,20151012,1
2209,20151013,1
2209,20151014,1
2209,20151015,1
2209,20151016,1
2209,20151017,1
2209,20151018,1
2209,20151019,1
2209,20151020,1
2209,20151021,1
2209,20151022,1
2209,20151023,1
2209,20151024,1
2209,20151025,1
2209,20151026,1
2209,20151027,1
2209,20151028,1
2209,20151029,1
2210,20150901,1
2210,20150902,1
2210,20150903,1
2210,20150904,1
2210,20150905,1
2210,20150906,1
2210,20150907,1
2210,20150908,1
2210,20150909,1
2210,20150911,1
2210,20150912,1
2210,20150913,1
2210,20150914,1
2210,20150915,1
2210,20150916,1
2210,20150917,1
2210,20150918,1
2210,20150919,1
2210,20150920,1
2210,20150921,1
2210,20150922,1
2210,20150923,1
2210,20150924,1
2210,20150925,1
2210,20150926,1
2210,20150927,1
2210,20150928,1
2210,20150929,1
2210,20150930,1
2210,20151001,1
2210,20151002,1
2210,20151003,1
2210,20151004,1
2210,20151005,1
2210,20151006,1
2210,20151007,1
2210,20151008,1
2210,20151009,1
2210,20151010,1
2210,20151011,1
2210,20151012,1
2210,20151013,1
2210,20151014,1
2210,20151015,1
2210,20151016,1
2210,20151017,1
2210,20151018,1
2210,20151019,1
2210,20151020,1
2210,20151021,1
2210,20151022,1
2210,20151023,1
2210,20151024,1
2210,20151025,1
2210,20151026,1
2210,20151027,1
2210,20151028,1
2210,20151029,1
2211,20150901,1
2211,20150902,1
2211,20150903,1
2211,20150904,1
2211,20150905,1
2211,20150906,1
2211,20150907,1
2211,20150908,1
2211,20150909,1
2211,20150911,1
2211,20150912,1
2211,20150913,1
2211,20150914,1
2211,20150915,1
2211,20150916,1
2211,20150917,1
2211,20150918,1
2211,20150919,1
2211,20150920,1
2211,20150921,1
2211,20150922,1
2211,20150923,1
2211,20150924,1
2211,20150925,1
2211,20150926,1
2211,20150927,1
2211,20150928,1
2211,20150929,1
2211,20150930,1
2211,20151001,1
2211,20151002,1
2211,20151003,1
2211,20151004,1
2211,20151005,1
2211,20151006,1
2211,20151007,1
2211,20151008,1
2211,20151009,1
2211,20151010,1
2211,20151011,1
2211,20151012,1
2211,20151013,1
2211,20151014,1
2211,20151015,1
2211,20151016,1
2211,20151017,1
2211,20151018,1
2211,20151019,1
2211,20151020,1
2211,20151021,1
2211,20151022,1
2211,20151023,1
2211,20151024,1
2211,20151025,1
2211,20151026,1
2211,20151027,1
2211,20151028,1
2211,20151029,1
2212,20150901,1
2212,20150902,1
2212,20150903,1
2212,20150904,1
2212,20150905,1
2212,20150906,1
2212,20150907,1
2212,20150908,1
2212,20150909,1
2212,20150911,1
2212,20150912,1
2212,20150913,1
2212,20150914,1
2212,20150915,1
2212,20150916,1
2212,20150917,1
2212,20150918,1
2212,20150919,1
2212,20150920,1
2212,20150921,1
2212,20150922,1
2212,20150923,1
2212,20150924,1
2212,20150925,1
2212,20150926,1
2212,20150927,1
2212,20150928,1
2212,20150929,1
2212,20150930,1
2212,20151001,1
2212,20151002,1
2212,20151003,1
2212,20151004,1
2212,20151005,1
2212,20151006,1
2212,20151007,1
2212,20151008,1
2212,20151009,1
2212,20151010,1
2212,20151011,1
2212,20151012,1
2212,20151013,1
2212,20151014,1
2212,20151015,1
2212,20151016,1
2212,20151017,1
2212,20151018,1
2212,20151019,1
2212,20151020,1
2212,20151021,1
2212,20151022,1
2212,20151023,1
2212,20151024,1
2212,20151025,1
2212,20151026,1
2212,20151027,1
2212,20151028,1
2212,20151029,1
2301,20150901,1
2301,20150902,1
2301,20150903,1
2301,20150904,1
2301,20150905,1
2301,20150906,1
2301,20150907,1
2301,20150908,1
2301,20150909,1
2301,20150911,1
2301,20150912,1
2301,20150913,1
2301,20150914,1
2301,20150915,1
2301,20150916,1
2301,20150917,1
2301,20150918,1
2301,20150919,1
2301,20150920,1
2301,20150921,1
2301,20150922,1
2301,20150923,1
2301,20150924,1
2301,20150925,1
2301,20150926,1
2301,20150927,1
2301,20150928,1
2301,20150929,1
2301,20150930,1
2301,20151001,1
2301,20151002,1
2301,20151003,1
2301,20151004,1
2301,20151005,1
2301,20151006,1
2301,20151007,1
2301,20151008,1
2301,20151009,1
2301,20151010,1
2301,20151011,1
2301,20151012,1
2301,20151013,1
2301,20151014,1
2301,20151015,1
2301,20151016,1
2301,20151017,1
2301,20151018,1
2301,20151019,1
2301,20151020,1
2301,20151021,1
2301,20151022,1
2301,20151023,1
2301,20151024,1
2301,20151025,1
2301,20151026,1
2301,20151027,1
2301,20151028,1
2301,20151029,1
2302,20150901,1
2302,20150902,1
2302,20150903,1
2302,20150904,1
2302,20150905,1
2302,20150906,1
2302,20150907,1
2302,20150908,1
2302,20150909,1
2302,20150911,1
2302,20150912,1
2302,20150913,1
2302,20150914,1
2302,20150915,1
2302,20150916,1
2302,20150917,1
2302,20150918,1
2302,20150919,1
2302,20150920,1
2302,20150921,1
2302,20150922,1
2302,20150923,1
2302,20150924,1
2302,20150925,1
2302,20150926,1
2302,20150927,1
2302,20150928,1
2302,20150929,1
2302,20150930,1
2302,20151001,1
2302,20151002,1
2302,20151003,1
2302,20151004,1
2302,20151005,1
2302,20151006,1
2302,20151007,1
2302,20151008,1
2302,20151009,1
2302,20151010,1
2302,20151011,1
2302,20151012,1
2302,20151013,1
2302,20151014,1
2302,20151015,1
2302,20151016,1
2302,20151017,1
2302,20151018,1
2302,20151019,1
2302,20151020,1
2302,20151021,1
2302,20151022,1
2302,20151023,1
2302,20151024,1
2302,20151025,1
2302,20151026,1
2302,20151027,1
2302,20151028,1
2302,20151029,1
2303,20150901,1
2303,20150902,1
2303,20150903,1
2303,20150904,1
2303,20150905,1
2303,20150906,1
2303,20150907,1
2303,20150908,1
2303,20150909,1
2303,20150911,1
2303,20150912,1
2303,20150913,1
2303,20150914,1
2303,20150915,1
2303,20150916,1
2303,20150917,1
2303,20150918,1
2303,20150919,1
2303,20150920,1
2303,20150921,1
2303,20150922,1
2303,20150923,1
2303,20150924,1
2303,20150925,1
2303,20150926,1
2303,20150927,1
2303,20150928,1
2303,20150929,1
2303,20150930,1
2303,20151001,1
2303,20151002,1
2303,20151003,1
2303,20151004,1
2303,20151005,1
2303,20151006,1
2303,20151007,1
2303,20151008,1
2303,20151009,1
2303,20151010,1
2303,20151011,1
2303,20151012,1
2303,20151013,1
2303,20151014,1
2303,20151015,1
2303,20151016,1
2303,20151017,1
2303,20151018,1
2303,20151019,1
2303,20151020,1
2303,20151021,1
2303,20151022,1
2303,20151023,1
2303,20151024,1
2303,20151025,1
2303,20151026,1
2303,20151027,1
2303,20151028,1
2303,20151029,1
2304,20150901,1
2304,20150902,1
2304,20150903,1
2304,20150904,1
2304,20150905,1
2304,20150906,1
2304,20150907,1
2304,20150908,1
2304,20150909,1
2304,20150911,1
2304,20150912,1
2304,20150913,1
2304,20150914,1
2304,20150915,1
2304,20150916,1
2304,20150917,1
2304,20150918,1
2304,20150919,1
2304,20150920,1
2304,20150921,1
2304,20150922,1
2304,20150923,1
2304,20150924,1
2304,20150925,1
2304,20150926,1
2304,20150927,1
2304,20150928,1
2304,20150929,1
2304,20150930,1
2304,20151001,1
2304,20151002,1
2304,20151003,1
2304,20151004,1
2304,20151005,1
2304,20151006,1
2304,20151007,1
2304,20151008,1
2304,20151009,1
2304,20151010,1
2304,20151011,1
2304,20151012,1
2304,20151013,1
2304,20151014,1
2304,20151015,1
2304,20151016,1
2304,20151017,1
2304,20151018,1
2304,20151019,1
2304,20151020,1
2304,20151021,1
2304,20151022,1
2304,20151023,1
2304,20151024,1
2304,20151025,1
2304,20151026,1
2304,20151027,1
2304,20151028,1
2304,20151029,1
2305,20150901,1
2305,20150902,1
2305,20150903,1
2305,20150904,1
2305,20150905,1
2305,20150906,1
2305,20150907,1
2305,20150908,1
2305,20150909,1
2305,20150911,1
2305,20150912,1
2305,20150913,1
2305,20150914,1
2305,20150915,1
2305,20150916,1
2305,20150917,1
2305,20150918,1
2305,20150919,1
2305,20150920,1
2305,20150921,1
2305,20150922,1
2305,20150923,1
2305,20150924,1
2305,20150925,1
2305,20150926,1
2305,20150927,1
2305,20150928,1
2305,20150929,1
2305,20150930,1
2305,20151001,1
2305,20151002,1
2305,20151003,1
2305,20151004,1
2305,20151005,1
2305,20151006,1
2305,20151007,1
2305,20151008,1
2305,20151009,1
2305,20151010,1
2305,20151011,1
2305,20151012,1
2305,20151013,1
2305,20151014,1
2305,20151015,1
2305,20151016,1
2305,20151017,1
2305,20151018,1
2305,20151019,1
2305,20151020,1
2305,20151021,1
2305,20151022,1
2305,20151023,1
2305,20151024,1
2305,20151025,1
2305,20151026,1
2305,20151027,1
2305,20151028,1
2305,20151029,1
2306,20150901,1
2306,20150902,1
2306,20150903,1
2306,20150904,1
2306,20150905,1
2306,20150906,1
2306,20150907,1
2306,20150908,1
2306,20150909,1
2306,20150911,1
2306,20150912,1
2306,20150913,1
2306,20150914,1
2306,20150915,1
2306,20150916,1
2306,20150917,1
2306,20150918,1
2306,20150919,1
2306,20150920,1
2306,20150921,1
2306,20150922,1
2306,20150923,1
2306,20150924,1
2306,20150925,1
2306,20150926,1
2306,20150927,1
2306,20150928,1
2306,20150929,1
2306,20150930,1
2306,20151001,1
2306,20151002,1
2306,20151003,1
2306,20151004,1
2306,20151005,1
2306,20151006,1
2306,20151007,1
2306,20151008,1
2306,20151009,1
2306,20151010,1
2306,20151011,1
2306,20151012,1
2306,20151013,1
2306,20151014,1
2306,20151015,1
2306,20151016,1
2306,20151017,1
2306,20151018,1
2306,20151019,1
2306,20151020,1
2306,20151021,1
2306,20151022,1
2306,20151023,1
2306,20151024,1
2306,20151025,1
2306,20151026,1
2306,20151027,1
2306,20151028,1
2306,20151029,1
2307,20150901,1
2307,20150902,1
2307,20150903,1
2307,20150904,1
2307,20150905,1
2307,20150906,1
2307,20150907,1
2307,20150908,1
2307,20150909,1
2307,20150911,1
2307,20150912,1
2307,20150913,1
2307,20150914,1
2307,20150915,1
2307,20150916,1
2307,20150917,1
2307,20150918,1
2307,20150919,1
2307,20150920,1
2307,20150921,1
2307,20150922,1
2307,20150923,1
2307,20150924,1
2307,20150925,1
2307,20150926,1
2307,20150927,1
2307,20150928,1
2307,20150929,1
2307,20150930,1
2307,20151001,1
2307,20151002,1
2307,20151003,1
2307,20151004,1
2307,20151005,1
2307,20151006,1
2307,20151007,1
2307,20151008,1
2307,20151009,1
2307,20151010,1
2307,20151011,1
2307,20151012,1
2307,20151013,1
2307,20151014,1
2307,20151015,1
2307,20151016,1
2307,20151017,1
2307,20151018,1
2307,20151019,1
2307,20151020,1
2307,20151021,1
2307,20151022,1
2307,20151023,1
2307,20151024,1
2307,20151025,1
2307,20151026,1
2307,20151027,1
2307,20151028,1
2307,20151029,1
2309,20150901,1
2309,20150902,1
2309,20150903,1
2309,20150904,1
2309,20150905,1
2309,20150906,1
2309,20150907,1
2309,20150908,1
2309,20150909,1
2309,20150911,1
2309,20150912,1
2309,20150913,1
2309,20150914,1
2309,20150915,1
2309,20150916,1
2309,20150917,1
2309,20150918,1
2309,20150919,1
2309,20150920,1
2309,20150921,1
2309,20150922,1
2309,20150923,1
2309,20150924,1
2309,20150925,1
2309,20150926,1
2309,20150927,1
2309,20150928,1
2309,20150929,1
2309,20150930,1
2309,20151001,1
2309,20151002,1
2309,20151003,1
2309,20151004,1
2309,20151005,1
2309,20151006,1
2309,20151007,1
2309,20151008,1
2309,20151009,1
2309,20151010,1
2309,20151011,1
2309,20151012,1
2309,20151013,1
2309,20151014,1
2309,20151015,1
2309,20151016,1
2309,20151017,1
2309,20151018,1
2309,20151019,1
2309,20151020,1
2309,20151021,1
2309,20151022,1
2309,20151023,1
2309,20151024,1
2309,20151025,1
2309,20151026,1
2309,20151027,1
2309,20151028,1
2309,20151029,1
2310,20150901,1
2310,20150902,1
2310,20150903,1
2310,20150904,1
2310,20150905,1
2310,20150906,1
2310,20150907,1
2310,20150908,1
2310,20150909,1
2310,20150911,1
2310,20150912,1
2310,20150913,1
2310,20150914,1
2310,20150915,1
2310,20150916,1
2310,20150917,1
2310,20150918,1
2310,20150919,1
2310,20150920,1
2310,20150921,1
2310,20150922,1
2310,20150923,1
2310,20150924,1
2310,20150925,1
2310,20150926,1
2310,20150927,1
2310,20150928,1
2310,20150929,1
2310,20150930,1
2310,20151001,1
2310,20151002,1
2310,20151003,1
2310,20151004,1
2310,20151005,1
2310,20151006,1
2310,20151007,1
2310,20151008,1
2310,20151009,1
2310,20151010,1
2310,20151011,1
2310,20151012,1
2310,20151013,1
2310,20151014,1
2310,20151015,1
2310,20151016,1
2310,20151017,1
2310,20151018,1
2310,20151019,1
2310,20151020,1
2310,20151021,1
2310,20151022,1
2310,20151023,1
2310,20151024,1
2310,20151025,1
2310,20151026,1
2310,20151027,1
2310,20151028,1
2310,20151029,1
2311,20150901,1
2311,20150902,1
2311,20150903,1
2311,20150904,1
2311,20150905,1
2311,20150906,1
2311,20150907,1
2311,20150908,1
2311,20150909,1
2311,20150911,1
2311,20150912,1
2311,20150913,1
2311,20150914,1
2311,20150915,1
2311,20150916,1
2311,20150917,1
2311,20150918,1
2311,20150919,1
2311,20150920,1
2311,20150921,1
2311,20150922,1
2311,20150923,1
2311,20150924,1
2311,20150925,1
2311,20150926,1
2311,20150927,1
2311,20150928,1
2311,20150929,1
2311,20150930,1
2311,20151001,1
2311,20151002,1
2311,20151003,1
2311,20151004,1
2311,20151005,1
2311,20151006,1
2311,20151007,1
2311,20151008,1
2311,20151009,1
2311,20151010,1
2311,20151011,1
2311,20151012,1
2311,20151013,1
2311,20151014,1
2311,20151015,1
2311,20151016,1
2311,20151017,1
2311,20151018,1
2311,20151019,1
2311,20151020,1
2311,20151021,1
2311,20151022,1
2311,20151023,1
2311,20151024,1
2311,20151025,1
2311,20151026,1
2311,20151027,1
2311,20151028,1
2311,20151029,1
2314,20150901,1
2314,20150902,1
2314,20150903,1
2314,20150904,1
2314,20150905,1
2314,20150906,1
2314,20150907,1
2314,20150908,1
2314,20150909,1
2314,20150911,1
2314,20150912,1
2314,20150913,1
2314,20150914,1
2314,20150915,1
2314,20150916,1
2314,20150917,1
2314,20150918,1
2314,20150919,1
2314,20150920,1
2314,20150921,1
2314,20150922,1
2314,20150923,1
2314,20150924,1
2314,20150925,1
2314,20150926,1
2314,20150927,1
2314,20150928,1
2314,20150929,1
2314,20150930,1
2314,20151001,1
2314,20151002,1
2314,20151003,1
2314,20151004,1
2314,20151005,1
2314,20151006,1
2314,20151007,1
2314,20151008,1
2314,20151009,1
2314,20151010,1
2314,20151011,1
2314,20151012,1
2314,20151013,1
2314,20151014,1
2314,20151015,1
2314,20151016,1
2314,20151017,1
2314,20151018,1
2314,20151019,1
2314,20151020,1
2314,20151021,1
2314,20151022,1
2314,20151023,1
2314,20151024,1
2314,20151025,1
2314,20151026,1
2314,20151027,1
2314,20151028,1
2314,20151029,1
2316,20150901,1
2316,20150902,1
2316,20150903,1
2316,20150904,1
2316,20150905,1
2316,20150906,1
2316,20150907,1
2316,20150908,1
2316,20150909,1
2316,20150911,1
2316,20150912,1
2316,20150913,1
2316,20150914,1
2316,20150915,1
2316,20150916,1
2316,20150917,1
2316,20150918,1
2316,20150919,1
2316,20150920,1
2316,20150921,1
2316,20150922,1
2316,20150923,1
2316,20150924,1
2316,20150925,1
2316,20150926,1
2316,20150927,1
2316,20150928,1
2316,20150929,1
2316,20150930,1
2316,20151001,1
2316,20151002,1
2316,20151003,1
2316,20151004,1
2316,20151005,1
2316,20151006,1
2316,20151007,1
2316,20151008,1
2316,20151009,1
2316,20151010,1
2316,20151011,1
2316,20151012,1
2316,20151013,1
2316,20151014,1
2316,20151015,1
2316,20151016,1
2316,20151017,1
2316,20151018,1
2316,20151019,1
2316,20151020,1
2316,20151021,1
2316,20151022,1
2316,20151023,1
2316,20151024,1
2316,20151025,1
2316,20151026,1
2316,20151027,1
2316,20151028,1
2316,20151029,1
3002,20150901,1
3002,20150902,1
3002,20150903,1
3002,20150904,1
3002,20150905,1
3002,20150906,1
3002,20150907,1
3002,20150908,1
3002,20150909,1
3002,20150911,1
3002,20150912,1
3002,20150913,1
3002,20150914,1
3002,20150915,1
3002,20150916,1
3002,20150917,1
3002,20150918,1
3002,20150919,1
3002,20150920,1
3002,20150921,1
3002,20150922,1
3002,20150923,1
3002,20150924,1
3002,20150925,1
3002,20150926,1
3002,20150927,1
3002,20150928,1
3002,20150929,1
3002,20150930,1
3002,20151001,1
3002,20151002,1
3002,20151003,1
3002,20151004,1
3002,20151005,1
3002,20151006,1
3002,20151007,1
3002,20151008,1
3002,20151009,1
3002,20151010,1
3002,20151011,1
3002,20151012,1
3002,20151013,1
3002,20151014,1
3002,20151015,1
3002,20151016,1
3002,20151017,1
3002,20151018,1
3002,20151019,1
3002,20151020,1
3002,20151021,1
3002,20151022,1
3002,20151023,1
3002,20151024,1
3002,20151025,1
3002,20151026,1
3002,20151027,1
3002,20151028,1
3002,20151029,1
3006,20150901,1
3006,20150902,1
3006,20150903,1
3006,20150904,1
3006,20150905,1
3006,20150906,1
3006,20150907,1
3006,20150908,1
3006,20150909,1
3006,20150911,1
3006,20150912,1
3006,20150913,1
3006,20150914,1
3006,20150915,1
3006,20150916,1
3006,20150917,1
3006,20150918,1
3006,20150919,1
3006,20150920,1
3006,20150921,1
3006,20150922,1
3006,20150923,1
3006,20150924,1
3006,20150925,1
3006,20150926,1
3006,20150927,1
3006,20150928,1
3006,20150929,1
3006,20150930,1
3006,20151001,1
3006,20151002,1
3006,20151003,1
3006,20151004,1
3006,20151005,1
3006,20151006,1
3006,20151007,1
3006,20151008,1
3006,20151009,1
3006,20151010,1
3006,20151011,1
3006,20151012,1
3006,20151013,1
3006,20151014,1
3006,20151015,1
3006,20151016,1
3006,20151017,1
3006,20151018,1
3006,20151019,1
3006,20151020,1
3006,20151021,1
3006,20151022,1
3006,20151023,1
3006,20151024,1
3006,20151025,1
3006,20151026,1
3006,20151027,1
3006,20151028,1
3006,20151029,1
3007,20150901,1
3007,20150902,1
3007,20150903,1
3007,20150904,1
3007,20150905,1
3007,20150906,1
3007,20150907,1
3007,20150908,1
3007,20150909,1
3007,20150911,1
3007,20150912,1
3007,20150913,1
3007,20150914,1
3007,20150915,1
3007,20150916,1
3007,20150917,1
3007,20150918,1
3007,20150919,1
3007,20150920,1
3007,20150921,1
3007,20150922,1
3007,20150923,1
3007,20150924,1
3007,20150925,1
3007,20150926,1
3007,20150927,1
3007,20150928,1
3007,20150929,1
3007,20150930,1
3007,20151001,1
3007,20151002,1
3007,20151003,1
3007,20151004,1
3007,20151005,1
3007,20151006,1
3007,20151007,1
3007,20151008,1
3007,20151009,1
3007,20151010,1
3007,20151011,1
3007,20151012,1
3007,20151013,1
3007,20151014,1
3007,20151015,1
3007,20151016,1
3007,20151017,1
3007,20151018,1
3007,20151019,1
3007,20151020,1
3007,20151021,1
3007,20151022,1
3007,20151023,1
3007,20151024,1
3007,20151025,1
3007,20151026,1
3007,20151027,1
3007,20151028,1
3007,20151029,1
3008,20150901,1
3008,20150902,1
3008,20150903,1
3008,20150904,1
3008,20150905,1
3008,20150906,1
3008,20150907,1
3008,20150908,1
3008,20150909,1
3008,20150911,1
3008,20150912,1
3008,20150913,1
3008,20150914,1
3008,20150915,1
3008,20150916,1
3008,20150917,1
3008,20150918,1
3008,20150919,1
3008,20150920,1
3008,20150921,1
3008,20150922,1
3008,20150923,1
3008,20150924,1
3008,20150925,1
3008,20150926,1
3008,20150927,1
3008,20150928,1
3008,20150929,1
3008,20150930,1
3008,20151001,1
3008,20151002,1
3008,20151003,1
3008,20151004,1
3008,20151005,1
3008,20151006,1
3008,20151007,1
3008,20151008,1
3008,20151009,1
3008,20151010,1
3008,20151011,1
3008,20151012,1
3008,20151013,1
3008,20151014,1
3008,20151015,1
3008,20151016,1
3008,20151017,1
3008,20151018,1
3008,20151019,1
3008,20151020,1
3008,20151021,1
3008,20151022,1
3008,20151023,1
3008,20151024,1
3008,20151025,1
3008,20151026,1
3008,20151027,1
3008,20151028,1
3008,20151029,1
3010,20150901,1
3010,20150902,1
3010,20150903,1
3010,20150904,1
3010,20150905,1
3010,20150906,1
3010,20150907,1
3010,20150908,1
3010,20150909,1
3010,20150911,1
3010,20150912,1
3010,20150913,1
3010,20150914,1
3010,20150915,1
3010,20150916,1
3010,20150917,1
3010,20150918,1
3010,20150919,1
3010,20150920,1
3010,20150921,1
3010,20150922,1
3010,20150923,1
3010,20150924,1
3010,20150925,1
